"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.degree","results.nprune","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.Bare.land.Sensitivity","testCM.Class.Reproductive.Sensitivity","testCM.Class.Ripening.Sensitivity","testCM.Class.Vegetative.Sensitivity","testCM.Class.Bare.land.Specificity","testCM.Class.Reproductive.Specificity","testCM.Class.Ripening.Specificity","testCM.Class.Vegetative.Specificity","testCM.Class.Bare.land.Pos.Pred.Value","testCM.Class.Reproductive.Pos.Pred.Value","testCM.Class.Ripening.Pos.Pred.Value","testCM.Class.Vegetative.Pos.Pred.Value","testCM.Class.Bare.land.Neg.Pred.Value","testCM.Class.Reproductive.Neg.Pred.Value","testCM.Class.Ripening.Neg.Pred.Value","testCM.Class.Vegetative.Neg.Pred.Value","testCM.Class.Bare.land.Precision","testCM.Class.Reproductive.Precision","testCM.Class.Ripening.Precision","testCM.Class.Vegetative.Precision","testCM.Class.Bare.land.Recall","testCM.Class.Reproductive.Recall","testCM.Class.Ripening.Recall","testCM.Class.Vegetative.Recall","testCM.Class.Bare.land.F1","testCM.Class.Reproductive.F1","testCM.Class.Ripening.F1","testCM.Class.Vegetative.F1","testCM.Class.Bare.land.Prevalence","testCM.Class.Reproductive.Prevalence","testCM.Class.Ripening.Prevalence","testCM.Class.Vegetative.Prevalence","testCM.Class.Bare.land.Detection.Rate","testCM.Class.Reproductive.Detection.Rate","testCM.Class.Ripening.Detection.Rate","testCM.Class.Vegetative.Detection.Rate","testCM.Class.Bare.land.Detection.Prevalence","testCM.Class.Reproductive.Detection.Prevalence","testCM.Class.Ripening.Detection.Prevalence","testCM.Class.Vegetative.Detection.Prevalence","testCM.Class.Bare.land.Balanced.Accuracy","testCM.Class.Reproductive.Balanced.Accuracy","testCM.Class.Ripening.Balanced.Accuracy","testCM.Class.Vegetative.Balanced.Accuracy"
"194","Phase ~ EVI","fda",530,224,1,"noProc",2,188,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"195","Phase ~ EVI","fda",530,224,1,"noProc",2,190,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"196","Phase ~ EVI","fda",530,224,1,"noProc",2,192,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"197","Phase ~ EVI","fda",530,224,1,"noProc",2,194,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"198","Phase ~ EVI","fda",530,224,1,"noProc",2,196,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"199","Phase ~ EVI","fda",530,224,1,"noProc",2,198,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"200","Phase ~ EVI","fda",530,224,1,"noProc",2,200,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"201","Phase ~ EVI","fda",530,224,1,"noProc",3,2,0.441509433962264,0.22800594447233,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"202","Phase ~ EVI","fda",530,224,1,"noProc",3,4,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"203","Phase ~ EVI","fda",530,224,1,"noProc",3,6,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"204","Phase ~ EVI","fda",530,224,1,"noProc",3,8,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"205","Phase ~ EVI","fda",530,224,1,"noProc",3,10,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"206","Phase ~ EVI","fda",530,224,1,"noProc",3,12,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"207","Phase ~ EVI","fda",530,224,1,"noProc",3,14,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"208","Phase ~ EVI","fda",530,224,1,"noProc",3,16,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"209","Phase ~ EVI","fda",530,224,1,"noProc",3,18,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"210","Phase ~ EVI","fda",530,224,1,"noProc",3,20,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"211","Phase ~ EVI","fda",530,224,1,"noProc",3,22,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"212","Phase ~ EVI","fda",530,224,1,"noProc",3,24,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"213","Phase ~ EVI","fda",530,224,1,"noProc",3,26,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"214","Phase ~ EVI","fda",530,224,1,"noProc",3,28,0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
